"","Sample_ID","Sample_date","Sample_site","Chl_a_ugL_L"
"1274","19960702-29-905",1996-07-02,"29-905",1.71948
"1275","19960702-36-873",1996-07-02,"36-873",4.62444
"1276","19960702-37-890",1996-07-02,"37-890",8.20224
"1277","19960708-14-972",1996-07-08,"14-972",2.30688
"1278","19960708-16-970",1996-07-08,"16-970",2.53116
"1279","19960708-8-994",1996-07-08,"8-994",0.89712
"1280","19960712-27-918",1996-07-12,"27-918",1.21752
"1281","19960712-29-905",1996-07-12,"29-905",1.45782
"1282","19960712-36-873",1996-07-12,"36-873",2.75544
"1283","19960712-37-890",1996-07-12,"37-890",7.29978
"1284","19960715-3-996",1996-07-15,"3-996",5.61768
"1285","19960715-8-994",1996-07-15,"8-994",2.71272
"1286","19960716-14-972",1996-07-16,"14-972",8.07408
"1287","19960717-27-918",1996-07-17,"27-918",1.30296
"1288","19960717-29-905",1996-07-17,"29-905",1.30296
"1289","19960717-36-873",1996-07-17,"36-873",9.84696
"1290","19960717-37-890",1996-07-17,"37-890",1.51656
"1291","19960718-14-972",1996-07-18,"14-972",7.9566
"1292","19960718-16-970",1996-07-18,"16-970",6.7284
"1293","19960722-14-972",1996-07-22,"14-972",5.38984
"1294","19960722-8-994",1996-07-22,"8-994",8.49772
"1295","19960723-16-970",1996-07-23,"16-970",10.5999
"1296","19960723-27-918",1996-07-23,"27-918",9.08334
"1297","19960723-29-905",1996-07-23,"29-905",7.58814
"1298","19960723-36-873",1996-07-23,"36-873",6.9153
"1299","19960723-37-890",1996-07-23,"37-890",7.1556
"1300","19960730-27-918",1996-07-30,"27-918",13.65972
"1301","19960730-29-905",1996-07-30,"29-905",7.01676
"1302","19960730-36-873",1996-07-30,"36-873",3.42828
"1303","19960730-37-890",1996-07-30,"37-890",12.55968
"1304","19960801-14-972",1996-08-01,"14-972",4.15986
"1305","19960801-16-970",1996-08-01,"16-970",3.47634
"1306","19960801-8-994",1996-08-01,"8-994",9.45714
"1307","19960805-16-970",1996-08-05,"16-970",5.14776
"1308","19960805-27-918",1996-08-05,"27-918",3.72732
"1309","19960805-29-905",1996-08-05,"29-905",7.5294
"1310","19960805-36-873",1996-08-05,"36-873",6.90996
"1311","19960805-37-890",1996-08-05,"37-890",6.26916
"1312","19960806-14-972",1996-08-06,"14-972",4.26132
"1313","19960806-8-994",1996-08-06,"8-994",4.806
"1314","19960812-14-972",1996-08-12,"14-972",4.66716
"1315","19960812-16-970",1996-08-12,"16-970",3.27876
"1316","19960812-27-918",1996-08-12,"27-918",2.23212
"1317","19960812-29-905",1996-08-12,"29-905",1.29228
"1318","19960812-36-873",1996-08-12,"36-873",1.60734
"1319","19960812-37-890",1996-08-12,"37-890",0.9612
"1320","19960812-8-994",1996-08-12,"8-994",7.21434
"1321","19960819-27-918",1996-08-19,"27-918",3.8448
"1322","19960819-29-905",1996-08-19,"29-905",3.35886
"1323","19960820-14-972",1996-08-20,"14-972",7.77504
"1324","19960820-3-996",1996-08-20,"3-996",10.64796
"1325","19960821-16-970",1996-08-21,"16-970",2.7501
"1326","19960823-8-994",1996-08-23,"8-994",12.96018
"1327","19960826-36-873",1996-08-26,"36-873",6.0075
"1328","19960826-37-890",1996-08-26,"37-890",4.6191
"1329","19960827-14-972",1996-08-27,"14-972",13.74516
"1330","19960827-16-970",1996-08-27,"16-970",4.22928
"1331","19960827-27-918",1996-08-27,"27-918",2.46174
"1332","19960827-29-905",1996-08-27,"29-905",3.88218
"1333","19960827-8-994",1996-08-27,"8-994",6.02352
"1334","19960903-14-972",1996-09-03,"14-972",4.60308
"1335","19960903-16-970",1996-09-03,"16-970",5.95944
"1336","19960903-8-994",1996-09-03,"8-994",0
"1337","19960904-27-918",1996-09-04,"27-918",5.874
"1338","19960904-29-905",1996-09-04,"29-905",6.65364
"1339","19960904-37-890",1996-09-04,"37-890",5.874
"1340","19960909-8-994",1996-09-09,"8-994",13.09101
"1341","19960911-14-972",1996-09-11,"14-972",12.02034
"1342","19960911-16-970",1996-09-11,"16-970",12.43152
"1343","19960911-27-918",1996-09-11,"27-918",12.68784
"1344","19960911-29-905",1996-09-11,"29-905",9.75084
"1345","19960911-36-873",1996-09-11,"36-873",10.0926
"1346","19960911-37-890",1996-09-11,"37-890",24.79896
"1347","19960920-14-972",1996-09-20,"14-972",2.136
"1348","19960920-16-970",1996-09-20,"16-970",2.2962
"1349","19960920-27-918",1996-09-20,"27-918",4.22928
"1350","19960920-29-905",1996-09-20,"29-905",2.67
"1351","19960920-36-873",1996-09-20,"36-873",4.26132
"1352","19960920-37-890",1996-09-20,"37-890",6.50412
"1353","19960920-8-994",1996-09-20,"8-994",5.63904
"1354","19960925-16-970",1996-09-25,"16-970",0.38448
"1355","19961001-27-918",1996-10-01,"27-918",2.01318
"1356","19961001-29-905",1996-10-01,"29-905",1.6287
"1357","19961001-36-873",1996-10-01,"36-873",4.62444
"1358","19961001-37-890",1996-10-01,"37-890",5.12106
"1359","19970522-14-972",1997-05-22,"14-972",1.2282
"1360","19970522-16-970",1997-05-22,"16-970",0.28836
"1361","19970522-8-994",1997-05-22,"8-994",1.2816
"1362","19970523-27-918",1997-05-23,"27-918",0.98256
"1363","19970523-29-905",1997-05-23,"29-905",0.40584
"1364","19970605-36-873",1997-06-05,"36-873",1.2816
"1365","19970605-37-890",1997-06-05,"37-890",1.068
"1366","19970610-14-972",1997-06-10,"14-972",0.61944
"1367","19970610-16-970",1997-06-10,"16-970",0.3204
"1368","19970610-27-918",1997-06-10,"27-918",6.57888
"1369","19970610-29-905",1997-06-10,"29-905",0.29904
"1370","19970610-36-873",1997-06-10,"36-873",0.28836
"1371","19970610-37-890",1997-06-10,"37-890",1.66608
"1372","19970610-8-994",1997-06-10,"8-994",2.49912
"1373","19970617-8-994",1997-06-17,"8-994",0.84906
"1374","19970620-14-972",1997-06-20,"14-972",2.49378
"1375","19970620-16-970",1997-06-20,"16-970",1.27626
"1376","19970624-27-918",1997-06-24,"27-918",0.75294
"1377","19970624-29-905",1997-06-24,"29-905",4.4856
"1378","19970624-36-873",1997-06-24,"36-873",6.8886
"1379","19970624-37-890",1997-06-24,"37-890",2.01852
"1380","19970624-8-994",1997-06-24,"8-994",0
"1381","19970711-14-972",1997-07-11,"14-972",1.00926
"1382","19970711-16-970",1997-07-11,"16-970",2.0559
"1383","19970711-27-918",1997-07-11,"27-918",4.85406
"1384","19970711-29-905",1997-07-11,"29-905",5.91138
"1385","19970711-36-873",1997-07-11,"36-873",5.39874
"1386","19970711-37-890",1997-07-11,"37-890",7.03278
"1387","19970711-8-994",1997-07-11,"8-994",1.79958
"1388","19970721-16-970",1997-07-21,"16-970",3.75669
"1389","19970721-8-994",1997-07-21,"8-994",2.66733
"1390","19970723-16-970",1997-07-23,"16-970",2.36028
"1391","19970724-27-918",1997-07-24,"27-918",2.12532
"1392","19970724-29-905",1997-07-24,"29-905",0.79032
"1393","19970731-36-873",1997-07-31,"36-873",2.05056
"1394","19970731-37-890",1997-07-31,"37-890",1.80492
"1395","19970820-16-970",1997-08-20,"16-970",1.5486
"1396","19970819-8-994",1997-08-19,"8-994",4.4856
"1397","19970825-14-972",1997-08-25,"14-972",0.8277
"1398","19970826-36-873",1997-08-26,"36-873",1.50054
"1399","19970827-27-918",1997-08-27,"27-918",5.5803
"1400","19970827-29-905",1997-08-27,"29-905",1.18014
"1401","19970827-37-890",1997-08-27,"37-890",10.1193
"1402","19970923-14-972",1997-09-23,"14-972",2.07726
"1403","19970922-8-994",1997-09-22,"8-994",15.7263
"1404","19970925-16-970",1997-09-25,"16-970",3.16128
"1405","19971006-27-918",1997-10-06,"27-918",2.2161
"1406","19971006-29-905",1997-10-06,"29-905",4.01034
"1407","19971006-36-873",1997-10-06,"36-873",2.25882
"1408","19971007-37-890",1997-10-07,"37-890",8.3037
"1409","19980610-37-890",1998-06-10,"37-890",0.4272
"1410","19980615-14-972",1998-06-15,"14-972",2.5365
"1411","19980615-3-996",1998-06-15,"3-996",8.91246
"1412","19980615-8-994",1998-06-15,"8-994",10.09794
"1413","19980619-16-970",1998-06-19,"16-970",2.86402
"1414","19980619-27-918",1998-06-19,"27-918",1.93486
"1415","19980619-29-905",1998-06-19,"29-905",0.4717
"1416","19980618-36-873",1998-06-18,"36-873",0
"1417","19980619-37-890",1998-06-19,"37-890",5.58742
"1418","19980720-14-972",1998-07-20,"14-972",18.59922
"1419","19980720-3-996",1998-07-20,"3-996",10.39698
"1420","19980720-8-994",1998-07-20,"8-994",13.79322
"1421","19980727-16-970",1998-07-27,"16-970",7.53474
"1422","19980728-27-918",1998-07-28,"27-918",14.9253
"1423","19980728-29-905",1998-07-28,"29-905",17.10402
"1424","19980730-36-873",1998-07-30,"36-873",14.30052
"1425","19980730-37-890",1998-07-30,"37-890",11.5878
"1426","19980813-14-972",1998-08-13,"14-972",4.92882
"1427","19980813-16-970",1998-08-13,"16-970",12.27666
"1428","19980813-27-918",1998-08-13,"27-918",7.91922
"1429","19980813-29-905",1998-08-13,"29-905",14.29518
"1430","19980813-36-873",1998-08-13,"36-873",17.44578
"1431","19980813-37-890",1998-08-13,"37-890",43.29138
"1432","19980813-3-996",1998-08-13,"3-996",15.5661
"1433","19980813-8-994",1998-08-13,"8-994",8.6241
"1434","19980817-14-972",1998-08-17,"14-972",0.51264
"1435","19980817-16-970",1998-08-17,"16-970",0
"1436","19980820-27-918",1998-08-20,"27-918",10.96302
"1437","19980820-29-905",1998-08-20,"29-905",8.91246
"1438","19980820-36-873",1998-08-20,"36-873",17.02926
"1439","19980820-37-890",1998-08-20,"37-890",10.19406
"1440","19990517-14-972",1999-05-17,"14-972",1.19616
"1441","19990517-16-970",1999-05-17,"16-970",0
"1442","19990517-3-996",1999-05-17,"3-996",1.94376
"1443","19990517-8-994",1999-05-17,"8-994",3.2574
"1444","19990527-27-918A",1999-05-27,"27-918",4.52832
"1445","19990527-27-918B",1999-05-27,"27-918",1.53792
"1446","19990527-29-905",1999-05-27,"29-905",2.00784
"1447","19990527-36-873",1999-05-27,"36-873",3.05448
"1448","19990527-37-890A",1999-05-27,"37-890",2.21076
"1449","19990527-37-890B",1999-05-27,"37-890",2.73408
"1450","19990609-14-972",1999-06-09,"14-972",4.44288
"1451","19990609-16-970",1999-06-09,"16-970",2.41368
"1452","19990609-27-918",1999-06-09,"27-918",0
"1453","19990609-29-905",1999-06-09,"29-905",2.0292
"1454","19990609-36-873",1999-06-09,"36-873",3.471
"1455","19990609-37-890",1999-06-09,"37-890",6.79782
"1456","19990609-3-996",1999-06-09,"3-996",4.84872
"1457","19990609-8-994",1999-06-09,"8-994",2.33892
"1458","19990614-3-996",1999-06-14,"3-996",1.4418
"1459","19990615-14-972",1999-06-15,"14-972",2.15202
"1460","19990615-16-970",1999-06-15,"16-970",0
"1461","19990615-8-994",1999-06-15,"8-994",3.6312
"1462","19990617-27-918",1999-06-17,"27-918",2.42436
"1463","19990617-29-905",1999-06-17,"29-905",1.1481
"1464","19990622-36-873",1999-06-22,"36-873",1.19616
"1465","19990622-37-890",1999-06-22,"37-890",0
"1466","19990712-3-996",1999-07-12,"3-996",7.22502
"1467","19990712-8-994",1999-07-12,"8-994",4.82202
"1468","19990713-14-972",1999-07-13,"14-972",3.93291
"1469","19990713-16-970",1999-07-13,"16-970",4.99023
"1470","19990713-27-918",1999-07-13,"27-918",0
"1471","19990713-29-905",1999-07-13,"29-905",4.39215
"1472","19990713-36-873",1999-07-13,"36-873",9.70011
"1473","19990713-37-890A",1999-07-13,"37-890",5.09703
"1474","19990713-37-890B",1999-07-13,"37-890",0
"1475","19990719-3-996",1999-07-19,"3-996",2.9103
"1476","19990719-8-994",1999-07-19,"8-994",4.539
"1477","19990721-16-970",1999-07-21,"16-970",3.01443
"1478","19990722-27-918A",1999-07-22,"27-918",1.10805
"1479","19990722-27-918B",1999-07-22,"27-918",0.80901
"1480","19990722-29-905",1999-07-22,"29-905",3.20133
"1481","19990722-36-873",1999-07-22,"36-873",8.71221
"1482","19990722-37-890A",1999-07-22,"37-890",1.02261
"1483","19990722-37-890B",1999-07-22,"37-890",8.24763
"1484","19990728-14-972",1999-07-28,"14-972",9.2382
"1485","19990811-14-972",1999-08-11,"14-972",5.54292
"1486","19990811-16-970",1999-08-11,"16-970",2.59524
"1487","19990811-3-996",1999-08-11,"3-996",14.62626
"1488","19990811-8-994",1999-08-11,"8-994",9.64404
"1489","19990812-27-918A",1999-08-12,"27-918",3.54309
"1490","19990812-27-918B",1999-08-12,"27-918",5.99415
"1491","19990812-29-905",1999-08-12,"29-905",7.12623
"1492","19990812-36-873",1999-08-12,"36-873",5.82327
"1493","19990812-37-890A",1999-08-12,"37-890",10.26615
"1494","19990812-37-890B",1999-08-12,"37-890",13.39539
"1495","19990824-3-996",1999-08-24,"3-996",10.53048
"1496","19990824-8-994",1999-08-24,"8-994",11.73732
"1497","19990825-27-918A",1999-08-25,"27-918",4.65114
"1498","19990825-27-918B",1999-08-25,"27-918",5.14776
"1499","19990825-29-905",1999-08-25,"29-905",9.84696
"1500","19990825-36-873",1999-08-25,"36-873",0
"1501","19990825-37-890A",1999-08-25,"37-890",0
"1502","19990825-37-890B",1999-08-25,"37-890",14.37528
"1503","19990826-14-972",1999-08-26,"14-972",2.27484
"1504","19990826-16-970",1999-08-26,"16-970",5.16378
"1505","19990927-14-972",1999-09-27,"14-972",2.8035
"1506","19990927-3-996",1999-09-27,"3-996",7.4493
"1507","19990927-8-994",1999-09-27,"8-994",5.02494
"1508","19990928-27-918A",1999-09-28,"27-918",1.23621
"1509","19990928-27-918B",1999-09-28,"27-918",1.57797
"1510","19990928-29-905",1999-09-28,"29-905",1.57797
"1511","19990928-36-873",1999-09-28,"36-873",4.69653
"1512","19990928-37-890A",1999-09-28,"37-890",0
"1513","19990928-37-890B",1999-09-28,"37-890",1.87701
"1514","20000502-3-996",2000-05-02,"3-996",4.60308
"1515","20000502-8-994",2000-05-02,"8-994",0.91314
"1516","20000503-14-972",2000-05-03,"14-972",0
"1517","20000503-16-970",2000-05-03,"16-970",0
"1518","20000503-27-918",2000-05-03,"27-918",0.11214
"1519","20000503-29-905",2000-05-03,"29-905",0
"1520","20000503-36-873",2000-05-03,"36-873",0
"1521","20000503-37-890",2000-05-03,"37-890",0
"1522","20000516-14-972",2000-05-16,"14-972",0.38982
"1523","20000516-16-970",2000-05-16,"16-970",0
"1524","20000516-27-918",2000-05-16,"27-918",5.481304615
"1525","20000516-29-905",2000-05-16,"29-905",2.65398
"1526","20000516-36-873",2000-05-16,"36-873",1.34212
"1527","20000516-37-890",2000-05-16,"37-890",2.80172
"1528","20000516-3-996",2000-05-16,"3-996",0.92649
"1529","20000516-8-994",2000-05-16,"8-994",0.04272
"1530","20000607-14-972",2000-06-07,"14-972",0.06408
"1531","20000607-16-970",2000-06-07,"16-970",1.14543
"1532","20000607-27-918",2000-06-07,"27-918",1.335
"1533","20000607-29-905",2000-06-07,"29-905",3.204
"1534","20000607-36-873",2000-06-07,"36-873",3.4977
"1535","20000607-37-890",2000-06-07,"37-890",0.9612
"1536","20000607-3-996",2000-06-07,"3-996",0
"1537","20000607-8-994",2000-06-07,"8-994",0
"1538","20000619-14-972",2000-06-19,"14-972",1.70346
"1539","20000619-16-970",2000-06-19,"16-970",5.878005
"1540","20000619-27-918",2000-06-19,"27-918",3.4977
"1541","20000619-29-905",2000-06-19,"29-905",9.05664
"1542","20000619-36-873",2000-06-19,"36-873",1.87968
"1543","20000619-37-890",2000-06-19,"37-890",2.1569025
"1544","20000619-3-996",2000-06-19,"3-996",5.4201
"1545","20000619-8-994",2000-06-19,"8-994",5.079095152
"1546","20000710-14-972",2000-07-10,"14-972",11.09118
"1547","20000710-16-970",2000-07-10,"16-970",2.73408
"1548","20000710-3-996",2000-07-10,"3-996",7.59348
"1549","20000710-8-994",2000-07-10,"8-994",2.58456
"1550","20000717-16-970",2000-07-17,"16-970",4.23462
"1551","20000719-3-996",2000-07-19,"3-996",12.64512
"1552","20000719-8-994",2000-07-19,"8-994",2.0826
"1553","20000720-14-972",2000-07-20,"14-972",0.97188
"1554","20000720-27-918",2000-07-20,"27-918",2.30688
"1555","20000720-29-905",2000-07-20,"29-905",1.23354
"1556","20000720-36-873",2000-07-20,"36-873",8.2236
"1557","20000720-37-890",2000-07-20,"37-890",8.28234
"1558","20000804-14-972",2000-08-04,"14-972",0.57672
"1559","20000804-16-970",2000-08-04,"16-970",3.13992
"1560","20000804-3-996",2000-08-04,"3-996",1.99182
"1561","20000804-8-994",2000-08-04,"8-994",2.38698
"1562","20000821-14-972",2000-08-21,"14-972",2.33892
"1563","20000821-16-970",2000-08-21,"16-970",0.36846
"1564","20000822-27-918",2000-08-22,"27-918",4.6458
"1565","20000822-29-905",2000-08-22,"29-905",1.42578
"1566","20000822-36-873",2000-08-22,"36-873",2.62728
"1567","20000822-37-890",2000-08-22,"37-890",4.10913
"1568","20000824-3-996",2000-08-24,"3-996",10.34625
"1569","20000824-8-994",2000-08-24,"8-994",6.52281
"1570","20000918-14-972",2000-09-18,"14-972",2.07726
"1571","20000918-16-970",2000-09-18,"16-970",1.3884
"1572","20000918-27-918",2000-09-18,"27-918",0.98256
"1573","20000918-29-905",2000-09-18,"29-905",1.08936
"1574","20000918-36-873",2000-09-18,"36-873",2.28018
"1575","20000918-37-890",2000-09-18,"37-890",1.12674
"1576","20000918-3-996",2000-09-18,"3-996",4.40016
"1577","20000918-8-994",2000-09-18,"8-994",9.04596
"1578","20010430-14-972",2001-04-30,"14-972",13.482165
"1579","20010430-16-970",2001-04-30,"16-970",2.324235
"1580","20010430-27-918",2001-04-30,"27-918",1.862325
"1581","20010430-29-905",2001-04-30,"29-905",0.463245
"1582","20010430-36-873",2001-04-30,"36-873",2.524485
"1583","20010430-37-890",2001-04-30,"37-890",0.708885
"1584","20010430-3-996",2001-04-30,"3-996",3.325485
"1585","20010430-8-994",2001-04-30,"8-994",0.698205
"1586","20010514-14-972",2001-05-14,"14-972",4.182555
"1587","20010514-16-970",2001-05-14,"16-970",6.267825
"1588","20010514-27-918",2001-05-14,"27-918",3.824775
"1589","20010514-29-905",2001-05-14,"29-905",5.386725
"1590","20010514-36-873",2001-05-14,"36-873",5.998155
"1591","20010514-37-890",2001-05-14,"37-890",12.718545
"1592","20010514-3-996",2001-05-14,"3-996",8.614755
"1593","20010514-8-994",2001-05-14,"8-994",4.078425
"1594","20010531-14-972",2001-05-31,"14-972",0.29637
"1595","20010531-16-970",2001-05-31,"16-970",0.98523
"1596","20010531-27-918",2001-05-31,"27-918",9.98847
"1597","20010531-29-905",2001-05-31,"29-905",12.06573
"1598","20010531-36-873",2001-05-31,"36-873",0.80901
"1599","20010531-37-890",2001-05-31,"37-890",2.17338
"1600","20010531-3-996",2001-05-31,"3-996",5.18247
"1601","20010531-8-994",2001-05-31,"8-994",1.61535
"1602","20010613-14-972",2001-06-13,"14-972",3.752685
"1603","20010613-16-970",2001-06-13,"16-970",10.641285
"1604","20010613-27-918",2001-06-13,"27-918",3.031785
"1605","20010613-29-905",2001-06-13,"29-905",3.272085
"1606","20010613-36-873",2001-06-13,"36-873",15.943905
"1607","20010613-37-890",2001-06-13,"37-890",13.065645
"1608","20010613-3-996",2001-06-13,"3-996",6.476085
"1609","20010613-8-994",2001-06-13,"8-994",2.350935
"1610","20010627-14-972",2001-06-27,"14-972",6.63228
"1611","20010627-16-970",2001-06-27,"16-970",8.5707
"1612","20010627-27-918",2001-06-27,"27-918",10.75743
"1613","20010627-29-905",2001-06-27,"29-905",12.95217
"1614","20010627-36-873",2001-06-27,"36-873",24.15549
"1615","20010627-37-890",2001-06-27,"37-890",13.17378
"1616","20010627-3-996",2001-06-27,"3-996",9.25689
"1617","20010627-8-994",2001-06-27,"8-994",2.19741
"1618","20010713-14-972",2001-07-13,"14-972",8.20758
"1619","20010713-16-970",2001-07-13,"16-970",6.13032
"1620","20010713-27-918",2001-07-13,"27-918",4.80066
"1621","20010713-29-905",2001-07-13,"29-905",4.1385
"1622","20010713-36-873",2001-07-13,"36-873",9.9324
"1623","20010713-37-890",2001-07-13,"37-890",14.49276
"1624","20010713-3-996",2001-07-13,"3-996",1.657002
"1625","20010713-8-994",2001-07-13,"8-994",4.23462
"1626","20010808-14-972",2001-08-08,"14-972",3.0972
"1627","20010808-16-970",2001-08-08,"16-970",7.2624
"1628","20010808-27-918",2001-08-08,"27-918",4.74192
"1629","20010808-29-905",2001-08-08,"29-905",4.1652
"1630","20010808-36-873",2001-08-08,"36-873",13.1364
"1631","20010808-37-890",2001-08-08,"37-890",12.1485
"1632","20010808-3-996",2001-08-08,"3-996",9.879
"1633","20010808-8-994",2001-08-08,"8-994",5.27592
"1634","20010821-14-972",2001-08-21,"14-972",0
"1635","20010821-3-996",2001-08-21,"3-996",4.080884211
"1636","20010821-8-994",2001-08-21,"8-994",14.92951579
"1637","20010822-16-970",2001-08-22,"16-970",6.54417
"1638","20010827-27-918",2001-08-27,"27-918",17.96643
"1639","20010827-29-905",2001-08-27,"29-905",4.77129
"1640","20010827-36-873",2001-08-27,"36-873",15.19497
"1641","20010827-37-890",2001-08-27,"37-890",27.85077
"1642","20010906-14-972",2001-09-06,"14-972",7.501365
"1643","20010906-16-970",2001-09-06,"16-970",5.119725
"1644","20010906-27-918",2001-09-06,"27-918",4.051725
"1645","20010906-29-905",2001-09-06,"29-905",13.434105
"1646","20010906-36-873",2001-09-06,"36-873",7.501365
"1647","20010906-37-890",2001-09-06,"37-890",8.232945
"1648","20010906-3-996",2001-09-06,"3-996",15.372525
"1649","20010906-8-994",2001-09-06,"8-994",13.145745
"1650","20010917-14-972",2001-09-17,"14-972",4.6725
"1651","20010917-16-970",2001-09-17,"16-970",3.882942857
"1652","20010917-27-918",2001-09-17,"27-918",22.3212
"1653","20010917-29-905",2001-09-17,"29-905",8.277
"1654","20010916-36-873",2001-09-16,"36-873",5.29995
"1655","20010917-37-890",2001-09-17,"37-890",10.95462857
"1656","20010917-3-996",2001-09-17,"3-996",13.37288571
"1657","20010917-8-994",2001-09-17,"8-994",9.82293
"1658","20011002-27-918",2001-10-02,"27-918",2.86758
"1659","20011002-37-890",2001-10-02,"37-890",4.75794
"1660","20020507-14-972",2002-05-07,"14-972",4.5543525
"1661","20020507-16-970A",2002-05-07,"16-970",3.63921
"1662","20020507-16-970B",2002-05-07,"16-970",1.79424
"1663","20020507-3-996",2002-05-07,"3-996",6.80049
"1664","20020507-8-994",2002-05-07,"8-994",7.01943
"1665","20020521-14-972",2002-05-21,"14-972",2.186392025
"1666","20020521-3-996",2002-05-21,"3-996",7.56233
"1667","20020521-8-994",2002-05-21,"8-994",11.10453
"1668","20020522-27-918",2002-05-22,"27-918",3.233963333
"1669","20020522-29-905",2002-05-22,"29-905",2.810253529
"1670","20020522-36-873",2002-05-22,"36-873",3.01977
"1671","20020522-37-890",2002-05-22,"37-890",1.10983
